tabela_origem,url_origem,Nome,Unnamed: 3,Lvl,Voc,Volume,Bônus de Skill,Proteção,Peso,Dropa de,Arm,Cargas,Duração (min),Atributos,Bônus,Tipo de Dano,Dano Médio,Mana por Ataque,Slots,Tier,Localização,Agrupável,Notas,Mãos,Atq,Dano Elemental,Def,Mod. de Defesa,Peso (em oz),Regeneração (em segs),Agrup.,Alcance,Hit%,Elemental Bond,Spell Words,Prem,Lvl p/ fazer,Lvl p/ usar,Magic Level p/ usar,Mana p/ fazer,Soul Points,Efeito,texto_unificado,texto_normalizado,tokens,tokens_sem_stopwords,lemmas,stems
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Bookworm Doll (Réplica),,,,,,,19.00,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bookworm Doll (Réplica) 19.00 Ninguém. Nenhum.,bookworm doll réplica 19 00 ninguém nenhum,bookworm doll réplica 19 00 ninguém nenhum,bookworm doll réplica 19 00,bookworm doll réplicar 19 00,bookworm doll réplic 19 00
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Box Full of Balloons,,,,,,,1.60,Ninguém.,,,,"Pode-se dar ""use"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Box Full of Balloons 1.60 Ninguém. Pode-se dar ""use"".",box full of balloons 1 60 ninguém pode-se dar use,box full of balloons 1 60 ninguém pode-se dar use,box full of balloons 1 60 pode-se use,box full of balloom 1 60 poder se use,box full of balloons 1 60 pode-s use
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Box Full of Decoration,,,,,,,0.26,Ninguém.,,,,"Pode-se dar ""use"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Box Full of Decoration 0.26 Ninguém. Pode-se dar ""use"".",box full of decoration 0 26 ninguém pode-se dar use,box full of decoration 0 26 ninguém pode-se dar use,box full of decoration 0 26 pode-se use,box full of decorationr 0 26 poder se use,box full of decoration 0 26 pode-s use
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Box Full of Presents,,,,,,,25.50,Ninguém.,,,,"Pode-se dar ""use"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Box Full of Presents 25.50 Ninguém. Pode-se dar ""use"".",box full of presents 25 50 ninguém pode-se dar use,box full of presents 25 50 ninguém pode-se dar use,box full of presents 25 50 pode-se use,box full of presents 25 50 poder se use,box full of presents 25 50 pode-s use
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Brachiodemon Trophy,,,,,,,0,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brachiodemon Trophy 0 Ninguém. Nenhum.,brachiodemon trophy 0 ninguém nenhum,brachiodemon trophy 0 ninguém nenhum,brachiodemon trophy 0,brachiodemon trophy 0,brachiodemon trophy 0
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Bronze Goblet,,,,,,,15.00,Ninguém.,,,,Pode ser escrito.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronze Goblet 15.00 Ninguém. Pode ser escrito.,bronze goblet 15 00 ninguém pode ser escrito,bronze goblet 15 00 ninguém pode ser escrito,bronze goblet 15 00 escrito,bronze goblet 15 00 escrever,bronz goblet 15 00 escrit
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Bronze Hunter Trophy,,,,,,,0,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bronze Hunter Trophy 0 Ninguém. Nenhum.,bronze hunter trophy 0 ninguém nenhum,bronze hunter trophy 0 ninguém nenhum,bronze hunter trophy 0,bronze hunter trophy 0,bronz hunt trophy 0
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Burnt Out Devourer Core,,,,,,,5.60,Ninguém.,,,,Fornece uma pequena quantidade de luz vermelha.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burnt Out Devourer Core 5.60 Ninguém. Fornece uma pequena quantidade de luz vermelha.,burnt out devourer core 5 60 ninguém fornece uma pequena quantidade de luz vermelha,burnt out devourer core 5 60 ninguém fornece uma pequena quantidade de luz vermelha,burnt out devourer core 5 60 fornece pequena quantidade luz vermelha,burnt out devourer core 5 60 fornecer pequeno quantidade luz vermelho,burnt out devour cor 5 60 fornec pequen quantidad luz vermelh
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Cake Tapestry,,,,,,,10.00,Ninguém.,,,,Podem ser pendurado nas paredes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cake Tapestry 10.00 Ninguém. Podem ser pendurado nas paredes.,cake tapestry 10 00 ninguém podem ser pendurado nas paredes,cake tapestry 10 00 ninguém podem ser pendurado nas paredes,cake tapestry 10 00 pendurado paredes,cake tapestry 10 00 pendurar parede,cak tapestry 10 00 pendur pared
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Candy Cushion,Arquivo:.gif,,,,,,0,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Candy Cushion Arquivo:.gif 0 Ninguém. Nenhum.,candy cushion arquivo gif 0 ninguém nenhum,candy cushion arquivo gif 0 ninguém nenhum,candy cushion arquivo gif 0,candy cushion arquivo gif 0,candy cushion arquiv gif 0
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Canopy Bed Kit,,,,,,,40.00,Ninguém.,,,,"Pode-se dar ""Use"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Canopy Bed Kit 40.00 Ninguém. Pode-se dar ""Use"".",canopy bed kit 40 00 ninguém pode-se dar use,canopy bed kit 40 00 ninguém pode-se dar use,canopy bed kit 40 00 pode-se use,canopy bed kit 40 00 poder se use,canopy bed kit 40 00 pode-s use
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Carpet Box,,,,,,,9.10,Ninguém.,,,,"Pode-se dar ""use"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carpet Box 9.10 Ninguém. Pode-se dar ""use"".",carpet box 9 10 ninguém pode-se dar use,carpet box 9 10 ninguém pode-se dar use,carpet box 9 10 pode-se use,carpet box 9 10 poder se use,carpet box 9 10 pode-s use
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Cask (With Goblin Zombie),,,,,,,55.00,Ninguém.,,,,Pode ser usado. Pode-se andar por cima. Pode-se mover.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cask (With Goblin Zombie) 55.00 Ninguém. Pode ser usado. Pode-se andar por cima. Pode-se mover.,cask with goblin zombie 55 00 ninguém pode ser usado pode-se andar por cima pode-se mover,cask with goblin zombie 55 00 ninguém pode ser usado pode-se andar por cima pode-se mover,cask with goblin zombie 55 00 usado pode-se andar pode-se mover,cask with goblin zombie 55 00 usar poder se andar pode se mover,cask with goblin zombi 55 00 usad pode-s andar pode-s mov
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Chaos Critical Dice,,,,,,,0.40,Ninguém.,,,,"Reage ao dar ""Use"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaos Critical Dice 0.40 Ninguém. Reage ao dar ""Use"".",chaos critical dice 0 40 ninguém reage ao dar use,chaos critical dice 0 40 ninguém reage ao dar use,chaos critical dice 0 40 reage use,chaos critical dice 0 40 reager use,cha critical dic 0 40 reag use
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Chaos Critical Dice (Réplica),,,,,,,0.40,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaos Critical Dice (Réplica) 0.40 Ninguém. Nenhum.,chaos critical dice réplica 0 40 ninguém nenhum,chaos critical dice réplica 0 40 ninguém nenhum,chaos critical dice réplica 0 40,chaos critical dice réplicar 0 40,cha critical dic réplic 0 40
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Chocolate Fountain,,,,,,,0,Ninguém.,,,,"Pode-se dar ""Use"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chocolate Fountain 0 Ninguém. Pode-se dar ""Use"".",chocolate fountain 0 ninguém pode-se dar use,chocolate fountain 0 ninguém pode-se dar use,chocolate fountain 0 pode-se use,chocolater fountain 0 poder se use,chocolat fountain 0 pode-s use
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Christmas Branch,,,,,,,18.00,Ninguém.,,,,Provê um pouco de luz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christmas Branch 18.00 Ninguém. Provê um pouco de luz.,christmas branch 18 00 ninguém provê um pouco de luz,christmas branch 18 00 ninguém provê um pouco de luz,christmas branch 18 00 provê luz,christma branch 18 00 provê luz,christm branch 18 00 prov luz
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Christmas Garland,,,,,,,5.00,Ninguém.,,,,Pode ser pendurado em paredes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christmas Garland 5.00 Ninguém. Pode ser pendurado em paredes.,christmas garland 5 00 ninguém pode ser pendurado em paredes,christmas garland 5 00 ninguém pode ser pendurado em paredes,christmas garland 5 00 pendurado paredes,christma garland 5 00 pendurar parede,christm garland 5 00 pendur pared
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Christmas Tree,,,,,,,0,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christmas Tree 0 Ninguém. Nenhum.,christmas tree 0 ninguém nenhum,christmas tree 0 ninguém nenhum,christmas tree 0,christma tree 0,christm tre 0
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Christmas Wreath,,,,,,,10.00,Ninguém.,,,,Pode ser pendurado em paredes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christmas Wreath 10.00 Ninguém. Pode ser pendurado em paredes.,christmas wreath 10 00 ninguém pode ser pendurado em paredes,christmas wreath 10 00 ninguém pode ser pendurado em paredes,christmas wreath 10 00 pendurado paredes,christma wreath 10 00 pendurar parede,christm wreath 10 00 pendur pared
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Citizen Doll (Réplica),,,,,,,22.00,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Citizen Doll (Réplica) 22.00 Ninguém. Nenhum.,citizen doll réplica 22 00 ninguém nenhum,citizen doll réplica 22 00 ninguém nenhum,citizen doll réplica 22 00,citizen doll réplicar 22 00,citizen doll réplic 22 00
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Clay Lump,,,,,,,10.00,"Clay Guardian, Drillworm, Earth Elemental, Eternal Guardian, Ink Blob, Jagged Earth Elemental, Lost Berserker, Lost Exile, Lost Husher, Massive Earth Elemental, Muddy Earth Elemental.",,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay Lump 10.00 Clay Guardian, Drillworm, Earth Elemental, Eternal Guardian, Ink Blob, Jagged Earth Elemental, Lost Berserker, Lost Exile, Lost Husher, Massive Earth Elemental, Muddy Earth Elemental. Nenhum.",clay lump 10 00 clay guardian drillworm earth elemental eternal guardian ink blob jagged earth elemental lost berserker lost exile lost husher massive earth elemental muddy earth elemental nenhum,clay lump 10 00 clay guardian drillworm earth elemental eternal guardian ink blob jagged earth elemental lost berserker lost exile lost husher massive earth elemental muddy earth elemental nenhum,clay lump 10 00 clay guardian drillworm earth elemental eternal guardian ink blob jagged earth elemental lost berserker lost exile lost husher massive earth elemental muddy earth elemental,clay lump 10 00 clay guardian drillworm earth elemental eternal guardian ink blob jagged earth elemental lost berserker lost exile lost husher massive earth elemental muddy earth elemental,clay lump 10 00 clay guardian drillworm earth elemental eternal guardian ink blob jagged earth elemental lost berserk lost exil lost hush massiv earth elemental muddy earth elemental
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Clay Statue,,,,,,,10.00,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clay Statue 10.00 Ninguém. Nenhum.,clay statue 10 00 ninguém nenhum,clay statue 10 00 ninguém nenhum,clay statue 10 00,clay statue 10 00,clay statu 10 00
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Colourful Balloons,,,,,,,0.15,Ninguém.,,,,"Pode-se dar ""use"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colourful Balloons 0.15 Ninguém. Pode-se dar ""use"".",colourful balloons 0 15 ninguém pode-se dar use,colourful balloons 0 15 ninguém pode-se dar use,colourful balloons 0 15 pode-se use,colourfulr balloons 0 15 poder se use,colourful balloons 0 15 pode-s use
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Comb,,,,,,,4.50,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comb 4.50 Ninguém. Nenhum.,comb 4 50 ninguém nenhum,comb 4 50 ninguém nenhum,comb 4 50,comb 4 50,comb 4 50
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Council Certificate,,,,,,,1.00,Ninguém.,,,,Podem ser pendurado nas paredes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Council Certificate 1.00 Ninguém. Podem ser pendurado nas paredes.,council certificate 1 00 ninguém podem ser pendurado nas paredes,council certificate 1 00 ninguém podem ser pendurado nas paredes,council certificate 1 00 pendurado paredes,council certificate 1 00 pendurar parede,council certificat 1 00 pendur pared
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Countess Sorrow's Frozen Tear,,,,,,,10.00,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Countess Sorrow's Frozen Tear 10.00 Ninguém. Nenhum.,countess sorrow s frozen tear 10 00 ninguém nenhum,countess sorrow s frozen tear 10 00 ninguém nenhum,countess sorrow s frozen tear 10 00,countess sorrow s frozen tear 10 00,countess sorrow s frozen tear 10 00
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Crimson Doll,,,,,,,15.00,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crimson Doll 15.00 Ninguém. Nenhum.,crimson doll 15 00 ninguém nenhum,crimson doll 15 00 ninguém nenhum,crimson doll 15 00,crimsonr doll 15 00,crimson doll 15 00
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Crunor's Heart,,,,,,,7.00,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crunor's Heart 7.00 Ninguém. Nenhum.,crunor s heart 7 00 ninguém nenhum,crunor s heart 7 00 ninguém nenhum,crunor s heart 7 00,crunorr s heart 7 00,crunor s heart 7 00
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Crystal Pedestal,,,,,,,40.00,"Diamond Servant, Diamond Servant Replica, Glooth Battery, War Golem, Worker Golem.",,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crystal Pedestal 40.00 Diamond Servant, Diamond Servant Replica, Glooth Battery, War Golem, Worker Golem. Nenhum.",crystal pedestal 40 00 diamond servant diamond servant replica glooth battery war golem worker golem nenhum,crystal pedestal 40 00 diamond servant diamond servant replica glooth battery war golem worker golem nenhum,crystal pedestal 40 00 diamond servant diamond servant replica glooth battery war golem worker golem,crystal pedestal 40 00 diamond servant diamond servant replicar glooth battery war goler worker golar,crystal pedestal 40 00 diamond servant diamond servant replic glooth battery war gol work gol
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Cuckoo Clock,,,,,,,8.00,Ninguém.,,,,Pode ser pendurado em paredes. Mostra o horário Tibiano.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cuckoo Clock 8.00 Ninguém. Pode ser pendurado em paredes. Mostra o horário Tibiano.,cuckoo clock 8 00 ninguém pode ser pendurado em paredes mostra o horário tibiano,cuckoo clock 8 00 ninguém pode ser pendurado em paredes mostra o horário tibiano,cuckoo clock 8 00 pendurado paredes mostra horário tibiano,cuckoor clock 8 00 pendurar parede mostrar horário tibiano,cucko clock 8 00 pendur pared mostr horári tibian
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Cyclops Balloon,,,,,,,0.15,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cyclops Balloon 0.15 Ninguém. Nenhum.,cyclops balloon 0 15 ninguém nenhum,cyclops balloon 0 15 ninguém nenhum,cyclops balloon 0 15,cyclop balloon 0 15,cyclops balloon 0 15
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Cyclops Head Balloon,,,,,,,0.15,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cyclops Head Balloon 0.15 Ninguém. Nenhum.,cyclops head balloon 0 15 ninguém nenhum,cyclops head balloon 0 15 ninguém nenhum,cyclops head balloon 0 15,cyclop headr balloon 0 15,cyclops head balloon 0 15
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Dark Oracle,,,,,,,19.90,Ninguém.,,,,"Reage ao dar ""Use"". Fornece uma pequena quantidade de luz roxa.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dark Oracle 19.90 Ninguém. Reage ao dar ""Use"". Fornece uma pequena quantidade de luz roxa.",dark oracle 19 90 ninguém reage ao dar use fornece uma pequena quantidade de luz roxa,dark oracle 19 90 ninguém reage ao dar use fornece uma pequena quantidade de luz roxa,dark oracle 19 90 reage use fornece pequena quantidade luz roxa,dark oracle 19 90 reager use fornecer pequeno quantidade luz roxa,dark oracl 19 90 reag use fornec pequen quantidad luz rox
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Dark Wizard's Crown,,,,,,,6.66,Ninguém.,,,,"Reage ao dar ""Use"". Fornece uma pequena quantidade de luz verde.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dark Wizard's Crown 6.66 Ninguém. Reage ao dar ""Use"". Fornece uma pequena quantidade de luz verde.",dark wizard s crown 6 66 ninguém reage ao dar use fornece uma pequena quantidade de luz verde,dark wizard s crown 6 66 ninguém reage ao dar use fornece uma pequena quantidade de luz verde,dark wizard s crown 6 66 reage use fornece pequena quantidade luz verde,dark wizard s crown 6 66 reager use fornecer pequeno quantidade luz verde,dark wizard s crown 6 66 reag use fornec pequen quantidad luz verd
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Decoration Kit,,,,,,,0.00,Ninguém.,,,,Pode ser desembrulhado.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decoration Kit 0.00 Ninguém. Pode ser desembrulhado.,decoration kit 0 00 ninguém pode ser desembrulhado,decoration kit 0 00 ninguém pode ser desembrulhado,decoration kit 0 00 desembrulhado,decorationr kit 0 00 desembrulhar,decoration kit 0 00 desembrulh
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Delany's Golden Bug Trophy,,,,,,,12.50,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delany's Golden Bug Trophy 12.50 Ninguém. Nenhum.,delany s golden bug trophy 12 50 ninguém nenhum,delany s golden bug trophy 12 50 ninguém nenhum,delany s golden bug trophy 12 50,delany s golden bug trophy 12 50,delany s golden bug trophy 12 50
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Demonic Tapestry,,,,,,,10.00,Prince Drazzak.,,,,Podem ser pendurado nas paredes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Demonic Tapestry 10.00 Prince Drazzak. Podem ser pendurado nas paredes.,demonic tapestry 10 00 prince drazzak podem ser pendurado nas paredes,demonic tapestry 10 00 prince drazzak podem ser pendurado nas paredes,demonic tapestry 10 00 prince drazzak pendurado paredes,demonic tapestry 10 00 prince drazzak pendurar parede,demonic tapestry 10 00 princ drazzak pendur pared
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Devourer Core,,,,,,,5.60,World Devourer.,,,,Fornece uma pequena quantidade de luz verde.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Devourer Core 5.60 World Devourer. Fornece uma pequena quantidade de luz verde.,devourer core 5 60 world devourer fornece uma pequena quantidade de luz verde,devourer core 5 60 world devourer fornece uma pequena quantidade de luz verde,devourer core 5 60 world devourer fornece pequena quantidade luz verde,devourer core 5 60 world devourer fornecer pequeno quantidade luz verde,devour cor 5 60 world devour fornec pequen quantidad luz verd
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Djinn's Lamp,,,,,,,6.00,Ninguém.,,,,Nenhum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Djinn's Lamp 6.00 Ninguém. Nenhum,djinn s lamp 6 00 ninguém nenhum,djinn s lamp 6 00 ninguém nenhum,djinn s lamp 6 00,djinn s lamp 6 00,djinn s lamp 6 00
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Doll of Durin The Almighty,,,,,,,40.00,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doll of Durin The Almighty 40.00 Ninguém. Nenhum.,doll of durin the almighty 40 00 ninguém nenhum,doll of durin the almighty 40 00 ninguém nenhum,doll of durin the almighty 40 00,doll of durin the almighty 40 00,doll of durin the almighty 40 00
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Dracoyle Statue,,,,,,,15.00,"Flameborn, Hellspawn.",,,,"Quando encantada, fornece uma pequena quantidade de luz verde.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dracoyle Statue 15.00 Flameborn, Hellspawn. Quando encantada, fornece uma pequena quantidade de luz verde.",dracoyle statue 15 00 flameborn hellspawn quando encantada fornece uma pequena quantidade de luz verde,dracoyle statue 15 00 flameborn hellspawn quando encantada fornece uma pequena quantidade de luz verde,dracoyle statue 15 00 flameborn hellspawn encantada fornece pequena quantidade luz verde,dracoyle statue 15 00 flameborn hellspawn encantar fornecer pequeno quantidade luz verde,dracoyl statu 15 00 flameborn hellspawn encant fornec pequen quantidad luz verd
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Dragon Eye,,,,,,,28.00,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragon Eye 28.00 Ninguém. Nenhum.,dragon eye 28 00 ninguém nenhum,dragon eye 28 00 ninguém nenhum,dragon eye 28 00,dragon eye 28 00,dragon eye 28 00
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Dragon Eye (Réplica),,,,,,,28.00,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragon Eye (Réplica) 28.00 Ninguém. Nenhum.,dragon eye réplica 28 00 ninguém nenhum,dragon eye réplica 28 00 ninguém nenhum,dragon eye réplica 28 00,dragon eye réplico 28 00,dragon eye réplic 28 00
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Dragon Goblet,,,,,,,18.00,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragon Goblet 18.00 Ninguém. Nenhum.,dragon goblet 18 00 ninguém nenhum,dragon goblet 18 00 ninguém nenhum,dragon goblet 18 00,dragon goblet 18 00,dragon goblet 18 00
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Dragon Goblet (Réplica),,,,,,,18.00,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragon Goblet (Réplica) 18.00 Ninguém. Nenhum.,dragon goblet réplica 18 00 ninguém nenhum,dragon goblet réplica 18 00 ninguém nenhum,dragon goblet réplica 18 00,dragon goblet réplicar 18 00,dragon goblet réplic 18 00
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Dragon Pinata,,,,,,,25.00,Ninguém.,,,,"Pode-se dar ""Use""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dragon Pinata 25.00 Ninguém. Pode-se dar ""Use""",dragon pinata 25 00 ninguém pode-se dar use,dragon pinata 25 00 ninguém pode-se dar use,dragon pinata 25 00 pode-se use,dragon pinatar 25 00 poder se use,dragon pinat 25 00 pode-s use
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Dragon Tapestry,,,,,,,10.00,Ninguém.,,,,Pode ser pendurado em paredes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragon Tapestry 10.00 Ninguém. Pode ser pendurado em paredes.,dragon tapestry 10 00 ninguém pode ser pendurado em paredes,dragon tapestry 10 00 ninguém pode ser pendurado em paredes,dragon tapestry 10 00 pendurado paredes,dragon tapestry 10 00 pendurar parede,dragon tapestry 10 00 pendur pared
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Draken Doll (Réplica),,,,,,,15.00,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draken Doll (Réplica) 15.00 Ninguém. Nenhum.,draken doll réplica 15 00 ninguém nenhum,draken doll réplica 15 00 ninguém nenhum,draken doll réplica 15 00,draken doll réplicar 15 00,draken doll réplic 15 00
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Draptor Doll,,,,,,,9.00,Ninguém.,,,,"Reage ao dar ""Use"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Draptor Doll 9.00 Ninguém. Reage ao dar ""Use"".",draptor doll 9 00 ninguém reage ao dar use,draptor doll 9 00 ninguém reage ao dar use,draptor doll 9 00 reage use,draptor doll 9 00 reager use,draptor doll 9 00 reag use
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Dread Doll (Réplica),,,,,,,11.00,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dread Doll (Réplica) 11.00 Ninguém. Nenhum.,dread doll réplica 11 00 ninguém nenhum,dread doll réplica 11 00 ninguém nenhum,dread doll réplica 11 00,dread doll réplicar 11 00,dread doll réplic 11 00
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Duality Doll,,,,,,,21.05,Ninguém.,,,,"Reage ao dar ""Use"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Duality Doll 21.05 Ninguém. Reage ao dar ""Use"".",duality doll 21 05 ninguém reage ao dar use,duality doll 21 05 ninguém reage ao dar use,duality doll 21 05 reage use,duality doll 21 05 reager use,duality doll 21 05 reag use
tabela_1,https://www.tibiawiki.com.br/wiki/Decora%C3%A7%C3%B5es,Dwarf Balloon,,,,,,,0.15,Ninguém.,,,,Nenhum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dwarf Balloon 0.15 Ninguém. Nenhum.,dwarf balloon 0 15 ninguém nenhum,dwarf balloon 0 15 ninguém nenhum,dwarf balloon 0 15,dwarf balloon 0 15,dwarf balloon 0 15
